Customer_ID,gender,Age,demographics,profession,Income,Loan_Amount,Loan_Term_Months,Rent_Payments,Utility_Payments_On_Time,Mobile_Phone_Payment_On_Time,social mediaplatform,Social_Media_Activity_Score,Transaction_Behavior_Score,Credit_Score
273,non-binary,66,Urban,Software Engineer,144343,25173,60,655,TRUE,TRUE,Instagram,40,42,622
274,male,19,Sub_Urban,Marketer Manager,76638,6374,24,1996,TRUE,TRUE,Instagram,47,68,587
275,female,22,Sub_Urban,Marketer Manager,148301,22174,24,2224,TRUE,TRUE,Facebook,79,61,454
276,male,61,Urban,Marketer Manager,146295,24567,60,1795,TRUE,TRUE,Instagram,75,61,789
277,non-binary,44,Rural,Marketer Manager,126506,36292,12,1386,FALSE,TRUE,Facebook,86,70,685
278,male,49,Sub_Urban,Software Engineer,49757,10277,36,1525,TRUE,TRUE,Facebook,24,78,403
279,non-binary,38,Sub_Urban,Marketer Manager,54636,32600,36,1257,TRUE,TRUE,Instagram,65,68,692
280,non-binary,25,Rural,Marketer Manager,100097,10885,12,1221,TRUE,TRUE,YouTube,18,90,545
281,male,55,Rural,Student,68280,1778,36,2034,TRUE,TRUE,Instagram,44,17,475
282,non-binary,25,Urban,Marketer Manager,44262,30165,48,1412,TRUE,TRUE,Instagram,76,19,338
283,female,67,Rural,Marketer Manager,100435,2492,60,1809,TRUE,TRUE,Facebook,57,51,776
284,non-binary,20,Rural,Marketer Manager,82211,31462,60,1370,TRUE,TRUE,Instagram,28,70,837
285,female,61,Rural,Software Engineer,74842,14615,12,512,FALSE,TRUE,Facebook,71,63,707
286,female,20,Urban,Student,148583,45900,36,1107,TRUE,TRUE,YouTube,23,93,824
287,non-binary,39,Urban,Marketer Manager,76979,43946,24,997,TRUE,FALSE,YouTube,85,75,805
288,male,23,Sub_Urban,Marketer Manager,134524,8851,24,2256,TRUE,TRUE,YouTube,34,80,335
289,female,19,Urban,Student,101470,17288,36,737,TRUE,TRUE,Instagram,11,30,319
290,male,40,Sub_Urban,Marketer Manager,58197,8156,24,1617,TRUE,TRUE,Facebook,86,25,620
291,female,61,Rural,Software Engineer,61844,3044,12,1861,TRUE,TRUE,YouTube,35,75,811
292,non-binary,19,Sub_Urban,Marketer Manager,84754,8368,12,1280,TRUE,FALSE,Facebook,93,71,699
293,non-binary,55,Sub_Urban,Software Engineer,121868,20900,36,1694,TRUE,FALSE,Facebook,42,26,770
294,female,34,Rural,Software Engineer,54157,31600,24,1105,TRUE,TRUE,YouTube,28,56,442
295,non-binary,52,Sub_Urban,Marketer Manager,97129,47403,12,1160,FALSE,TRUE,YouTube,82,22,391
296,female,51,Urban,Student,60042,26634,12,2147,TRUE,FALSE,Facebook,78,89,653
297,non-binary,40,Urban,Software Engineer,81665,10168,48,2090,TRUE,FALSE,YouTube,82,19,350
298,male,47,Urban,Student,135512,21961,48,1348,FALSE,TRUE,Facebook,92,31,489
299,non-binary,69,Urban,Marketer Manager,136953,45096,12,1435,TRUE,TRUE,Facebook,24,26,424
300,male,25,Sub_Urban,Software Engineer,102856,47087,36,1990,TRUE,TRUE,YouTube,8,42,449
301,non-binary,39,Sub_Urban,Marketer Manager,47376,24852,60,1127,TRUE,FALSE,Instagram,53,41,613
302,male,61,Rural,Student,129049,34110,60,642,TRUE,TRUE,YouTube,72,23,641
303,non-binary,53,Sub_Urban,Marketer Manager,75554,33174,12,1724,TRUE,TRUE,Instagram,4,47,604
304,male,22,Sub_Urban,Marketer Manager,34199,35215,12,1703,TRUE,TRUE,Facebook,91,13,353
305,female,30,Sub_Urban,Software Engineer,138533,27955,12,1213,FALSE,TRUE,Facebook,5,89,743
306,female,46,Rural,Marketer Manager,101412,7581,36,1887,TRUE,TRUE,Instagram,97,66,563
307,male,48,Urban,Marketer Manager,70948,45619,48,978,TRUE,FALSE,Facebook,49,66,352
308,non-binary,64,Sub_Urban,Marketer Manager,93781,7317,12,1064,TRUE,TRUE,Instagram,98,16,304
309,male,33,Rural,Software Engineer,92750,43856,12,970,FALSE,TRUE,Instagram,30,73,402
310,non-binary,59,Rural,Student,86262,46714,24,883,TRUE,TRUE,Facebook,72,28,495
311,female,47,Rural,Student,137424,27649,36,2215,FALSE,TRUE,Instagram,63,77,649
312,non-binary,33,Urban,Marketer Manager,66600,24132,12,1425,TRUE,TRUE,YouTube,47,35,346
313,female,29,Sub_Urban,Software Engineer,96898,17789,24,916,TRUE,TRUE,YouTube,26,41,568
314,non-binary,34,Rural,Marketer Manager,82483,15567,60,2348,TRUE,TRUE,Facebook,57,77,669
315,non-binary,33,Urban,Student,38297,15868,12,807,TRUE,TRUE,Facebook,37,31,405
316,non-binary,29,Rural,Software Engineer,50448,25370,12,1148,TRUE,TRUE,Instagram,98,85,419
317,male,25,Rural,Student,46172,43533,24,2217,TRUE,TRUE,Instagram,7,32,357
318,male,37,Rural,Student,62874,31483,36,1890,TRUE,FALSE,Instagram,40,54,645
319,female,20,Rural,Software Engineer,27657,13466,12,1524,TRUE,FALSE,Instagram,92,98,773
320,female,33,Rural,Software Engineer,104386,29803,60,1567,TRUE,TRUE,YouTube,39,72,416
321,male,47,Urban,Marketer Manager,145617,19230,12,1238,FALSE,TRUE,YouTube,62,59,426
322,female,62,Sub_Urban,Marketer Manager,45425,18862,60,2366,TRUE,FALSE,Facebook,92,41,692
323,male,40,Sub_Urban,Student,46685,44355,48,1621,TRUE,TRUE,Instagram,78,66,357
324,non-binary,45,Sub_Urban,Software Engineer,142000,32259,48,2243,TRUE,TRUE,Instagram,53,96,812
325,female,68,Sub_Urban,Software Engineer,132855,34539,60,1788,TRUE,FALSE,Facebook,4,54,395
326,female,57,Urban,Marketer Manager,44578,22909,36,2323,TRUE,TRUE,Instagram,82,40,417
327,male,22,Urban,Student,48831,31795,12,2306,TRUE,TRUE,Instagram,25,28,787
328,female,37,Urban,Student,27906,9770,12,639,TRUE,FALSE,Instagram,7,37,536
329,female,57,Rural,Marketer Manager,81413,12093,48,2004,TRUE,TRUE,Instagram,28,65,571
330,non-binary,61,Rural,Software Engineer,74028,47571,60,1760,TRUE,TRUE,Instagram,69,74,488
331,female,18,Rural,Marketer Manager,27287,1193,12,1473,TRUE,TRUE,Facebook,67,55,746
332,non-binary,47,Sub_Urban,Marketer Manager,53660,35775,12,1516,TRUE,TRUE,Instagram,95,4,546
333,male,38,Rural,Marketer Manager,95758,18569,36,1452,TRUE,TRUE,Facebook,20,99,375
334,female,37,Sub_Urban,Marketer Manager,80504,12190,24,1403,TRUE,TRUE,Instagram,83,10,453
335,non-binary,23,Rural,Software Engineer,79720,43752,48,571,TRUE,FALSE,YouTube,11,47,734
336,male,39,Sub_Urban,Marketer Manager,122979,33327,48,2190,TRUE,TRUE,YouTube,67,75,385
337,female,35,Rural,Software Engineer,54701,43070,24,1713,FALSE,TRUE,YouTube,87,14,584
338,male,25,Rural,Marketer Manager,103300,21389,12,1791,TRUE,TRUE,YouTube,7,38,519
339,female,56,Urban,Student,130177,41197,36,1844,TRUE,TRUE,Facebook,23,12,368
340,male,49,Rural,Software Engineer,37674,3261,36,606,TRUE,TRUE,Facebook,61,45,346
341,male,50,Rural,Student,103560,29369,48,1755,TRUE,FALSE,Instagram,71,17,393
342,non-binary,33,Urban,Marketer Manager,131543,27512,36,1565,TRUE,FALSE,YouTube,34,80,752
343,male,29,Sub_Urban,Marketer Manager,43874,7716,24,2225,TRUE,TRUE,Facebook,19,35,503
344,female,55,Urban,Marketer Manager,63642,22259,12,1382,TRUE,TRUE,Instagram,58,66,517
345,female,69,Urban,Software Engineer,143867,29933,24,638,TRUE,TRUE,Instagram,9,75,773
346,non-binary,51,Sub_Urban,Student,117820,42689,60,1114,TRUE,TRUE,Facebook,48,41,731
347,female,31,Rural,Software Engineer,85160,5378,48,2206,TRUE,TRUE,YouTube,82,67,640
348,female,53,Sub_Urban,Software Engineer,37602,41583,36,1362,TRUE,TRUE,Instagram,41,29,588
349,female,50,Rural,Marketer Manager,123320,47546,60,772,TRUE,FALSE,YouTube,48,18,553
350,male,40,Rural,Student,108801,20835,36,2004,TRUE,TRUE,YouTube,45,20,656
351,male,67,Sub_Urban,Marketer Manager,45931,30033,12,915,TRUE,TRUE,YouTube,25,14,322
352,female,62,Urban,Software Engineer,114377,25000,12,1005,TRUE,TRUE,Instagram,78,34,821
353,non-binary,19,Sub_Urban,Marketer Manager,49192,46496,12,1232,TRUE,TRUE,YouTube,25,49,399
354,male,58,Rural,Student,66542,11332,36,2248,TRUE,TRUE,Instagram,19,54,479
355,non-binary,38,Sub_Urban,Marketer Manager,147015,43604,60,2376,TRUE,TRUE,YouTube,39,31,522
356,female,19,Sub_Urban,Student,62520,3800,12,923,TRUE,TRUE,Instagram,79,58,741
357,female,44,Rural,Student,84772,30538,60,1930,TRUE,TRUE,YouTube,80,42,624
358,male,26,Urban,Marketer Manager,78762,31119,36,2091,TRUE,TRUE,Facebook,27,58,815
359,female,18,Sub_Urban,Software Engineer,70106,9333,60,889,TRUE,TRUE,YouTube,74,82,315
360,male,28,Rural,Marketer Manager,101121,6410,36,841,TRUE,TRUE,YouTube,63,30,635
361,female,20,Rural,Software Engineer,45559,18839,36,1445,TRUE,TRUE,Instagram,68,25,557
362,female,69,Sub_Urban,Software Engineer,125595,31519,48,1113,TRUE,TRUE,Instagram,19,63,796
363,male,40,Urban,Marketer Manager,53742,6808,36,2456,TRUE,TRUE,YouTube,28,19,459
364,male,43,Sub_Urban,Software Engineer,89669,7796,36,992,TRUE,TRUE,Facebook,85,72,774
365,male,21,Urban,Software Engineer,100199,22180,24,691,TRUE,TRUE,Facebook,78,92,679
366,female,35,Urban,Marketer Manager,41754,44056,12,998,TRUE,TRUE,Instagram,33,8,844
367,female,23,Urban,Marketer Manager,23972,18709,48,1321,TRUE,TRUE,Facebook,10,95,726
368,non-binary,52,Urban,Marketer Manager,90831,18543,48,2235,TRUE,TRUE,YouTube,83,3,567
369,male,39,Sub_Urban,Software Engineer,132217,38418,48,1756,TRUE,TRUE,Instagram,30,67,716
370,female,60,Rural,Student,61873,30075,24,2468,FALSE,TRUE,YouTube,22,86,467
371,female,32,Rural,Software Engineer,114661,38755,36,726,TRUE,FALSE,Instagram,3,81,342
372,male,39,Rural,Student,126532,48968,12,1894,TRUE,TRUE,Instagram,82,17,584
373,non-binary,54,Rural,Marketer Manager,146267,38465,60,638,TRUE,FALSE,Instagram,75,14,696
374,male,69,Rural,Student,29903,31502,36,1355,TRUE,TRUE,Instagram,48,9,311
375,non-binary,59,Rural,Marketer Manager,23020,17724,24,1316,TRUE,TRUE,Facebook,2,62,601
376,female,29,Sub_Urban,Marketer Manager,61755,4828,36,1672,TRUE,FALSE,YouTube,76,94,552
377,non-binary,64,Urban,Student,105956,18087,36,1638,TRUE,TRUE,YouTube,54,21,798
378,female,66,Rural,Marketer Manager,106988,13605,24,1973,FALSE,TRUE,YouTube,6,76,334
379,male,59,Sub_Urban,Student,65648,32337,48,1586,TRUE,TRUE,Instagram,40,37,389
380,male,55,Rural,Marketer Manager,123537,6482,48,603,TRUE,TRUE,Facebook,93,96,717
381,male,35,Rural,Software Engineer,145991,28005,12,2374,TRUE,TRUE,YouTube,94,11,414
382,non-binary,62,Urban,Software Engineer,29516,23760,12,1370,TRUE,TRUE,Facebook,2,20,495
383,female,52,Urban,Marketer Manager,132863,6463,48,1167,TRUE,FALSE,Instagram,73,35,800
384,male,47,Urban,Marketer Manager,135005,47628,60,772,TRUE,TRUE,YouTube,2,53,792
385,male,41,Rural,Student,22396,5912,36,1529,TRUE,FALSE,Facebook,93,47,374
386,female,59,Rural,Software Engineer,104082,5648,60,1670,TRUE,FALSE,Instagram,97,75,712
387,male,47,Rural,Student,39129,34623,36,683,TRUE,TRUE,Facebook,74,52,675
388,female,31,Urban,Marketer Manager,148322,36634,48,1551,FALSE,TRUE,YouTube,98,8,719
389,female,23,Sub_Urban,Marketer Manager,21591,45602,12,2485,TRUE,FALSE,YouTube,55,4,576
390,female,20,Rural,Student,31303,4112,12,2073,FALSE,FALSE,Instagram,72,27,693
391,female,33,Rural,Marketer Manager,50561,23054,60,1642,TRUE,TRUE,Instagram,60,44,756
392,female,24,Rural,Software Engineer,91719,5492,12,792,TRUE,TRUE,Instagram,97,40,491
393,non-binary,69,Sub_Urban,Student,138618,23207,48,1894,TRUE,TRUE,Facebook,6,47,398
394,male,31,Rural,Software Engineer,112108,16114,60,1767,TRUE,TRUE,Facebook,19,94,847
395,non-binary,26,Sub_Urban,Software Engineer,148748,35285,36,2103,TRUE,TRUE,Facebook,96,44,395
396,male,32,Rural,Software Engineer,119616,17018,12,2249,TRUE,TRUE,Instagram,27,48,489
397,non-binary,38,Sub_Urban,Student,144165,22386,24,1741,TRUE,TRUE,YouTube,1,91,336
398,female,52,Rural,Marketer Manager,106231,18740,12,676,TRUE,TRUE,YouTube,33,85,668
399,male,19,Urban,Software Engineer,27314,45199,36,1822,TRUE,TRUE,Facebook,40,52,824
400,male,44,Urban,Software Engineer,137071,9210,60,2199,TRUE,TRUE,Facebook,32,84,578
401,non-binary,19,Urban,Software Engineer,39623,45363,36,557,TRUE,TRUE,YouTube,69,68,516
402,non-binary,52,Urban,Marketer Manager,87675,46639,24,1792,TRUE,TRUE,YouTube,17,11,572
403,male,35,Rural,Marketer Manager,132992,13743,48,807,TRUE,TRUE,Facebook,8,77,361
404,non-binary,31,Urban,Student,116826,43092,12,2093,TRUE,TRUE,Facebook,57,73,641
405,non-binary,37,Sub_Urban,Marketer Manager,85082,45299,60,1811,FALSE,TRUE,YouTube,42,4,696
406,non-binary,35,Urban,Student,149839,7588,48,1476,TRUE,FALSE,Instagram,98,76,318
407,female,27,Urban,Student,103624,4311,36,1628,TRUE,TRUE,Facebook,9,73,476
408,female,42,Urban,Student,125228,23432,60,1751,TRUE,TRUE,YouTube,87,77,695
409,non-binary,19,Rural,Student,53130,34755,48,1770,TRUE,TRUE,YouTube,35,48,744
410,non-binary,42,Urban,Student,71756,4321,60,1199,TRUE,FALSE,YouTube,71,26,532
411,female,50,Sub_Urban,Software Engineer,117624,16812,24,2017,TRUE,TRUE,YouTube,79,77,375
412,female,53,Urban,Marketer Manager,46292,38383,24,582,TRUE,TRUE,Instagram,53,39,564
413,male,48,Urban,Software Engineer,131785,49280,12,1709,TRUE,TRUE,YouTube,54,92,754
414,male,31,Urban,Student,147331,14146,12,751,TRUE,TRUE,Facebook,84,58,683
415,female,18,Sub_Urban,Marketer Manager,106206,14654,24,1878,TRUE,TRUE,Instagram,25,19,805
416,non-binary,63,Urban,Software Engineer,89274,36820,60,2273,TRUE,TRUE,YouTube,67,88,666
417,non-binary,33,Sub_Urban,Software Engineer,22469,1726,24,2395,FALSE,TRUE,Instagram,62,83,443
418,non-binary,63,Sub_Urban,Student,73947,4760,12,2219,TRUE,TRUE,Facebook,55,77,368
419,non-binary,69,Urban,Software Engineer,42534,23190,24,1295,TRUE,TRUE,YouTube,46,77,398
420,male,20,Sub_Urban,Software Engineer,83620,2875,24,1396,TRUE,TRUE,Facebook,24,58,695
421,female,52,Rural,Software Engineer,68874,24377,60,2461,TRUE,TRUE,YouTube,98,28,324
422,non-binary,58,Urban,Software Engineer,69708,47737,48,709,FALSE,TRUE,YouTube,46,66,768
423,male,23,Urban,Software Engineer,94553,5033,12,1315,TRUE,TRUE,YouTube,22,10,783
424,non-binary,42,Sub_Urban,Student,88344,39211,60,2331,TRUE,TRUE,YouTube,11,86,450
425,female,30,Sub_Urban,Student,69138,18373,24,1108,TRUE,TRUE,YouTube,48,77,443
426,male,51,Urban,Software Engineer,74302,4744,24,946,TRUE,TRUE,Instagram,8,58,338
427,female,25,Rural,Student,67638,25995,48,959,TRUE,FALSE,YouTube,39,73,408
428,female,38,Sub_Urban,Student,98249,17977,12,1467,TRUE,TRUE,YouTube,35,97,341
429,male,51,Sub_Urban,Marketer Manager,125865,33402,12,971,FALSE,TRUE,Instagram,49,14,485
430,male,21,Rural,Software Engineer,22719,35542,36,2243,TRUE,TRUE,Instagram,46,84,697
431,male,42,Rural,Student,42890,11651,12,869,TRUE,TRUE,Instagram,38,15,522
432,male,32,Urban,Student,97236,34703,48,1399,TRUE,TRUE,Instagram,8,96,432
433,male,21,Rural,Software Engineer,56509,14395,36,2457,TRUE,TRUE,Instagram,54,33,462
434,male,62,Urban,Marketer Manager,62534,30808,36,2015,TRUE,TRUE,Instagram,37,17,514
435,male,29,Rural,Software Engineer,122302,37576,24,1422,TRUE,TRUE,YouTube,91,24,534
436,non-binary,49,Sub_Urban,Marketer Manager,112241,17715,24,636,TRUE,TRUE,YouTube,92,30,308
437,female,49,Urban,Software Engineer,38787,45409,12,866,TRUE,TRUE,Facebook,40,62,373
438,male,45,Urban,Software Engineer,146209,25306,36,1411,TRUE,TRUE,YouTube,34,13,791
439,non-binary,30,Urban,Software Engineer,68845,20086,24,683,TRUE,TRUE,YouTube,96,62,552
440,non-binary,48,Rural,Software Engineer,77932,15376,48,2111,TRUE,TRUE,Instagram,79,47,529
441,non-binary,31,Sub_Urban,Marketer Manager,112124,6889,24,1810,TRUE,TRUE,Instagram,17,16,818
442,female,37,Urban,Marketer Manager,111659,38822,24,971,TRUE,FALSE,YouTube,33,66,473
443,male,35,Urban,Student,53062,37636,36,1898,TRUE,FALSE,Facebook,47,81,467
444,non-binary,46,Urban,Software Engineer,95713,21584,36,1153,TRUE,TRUE,Instagram,52,96,469
445,female,23,Urban,Marketer Manager,107263,35610,60,1248,TRUE,TRUE,YouTube,80,43,692
446,female,49,Sub_Urban,Marketer Manager,115756,11058,48,1036,FALSE,TRUE,YouTube,93,8,493
447,female,46,Rural,Marketer Manager,80461,10101,36,2034,TRUE,TRUE,Facebook,9,3,816
448,non-binary,60,Sub_Urban,Software Engineer,95418,13497,12,1301,TRUE,TRUE,Facebook,33,12,328
449,male,19,Urban,Student,86672,5658,48,2102,TRUE,TRUE,Instagram,60,84,464
450,non-binary,40,Sub_Urban,Marketer Manager,148232,12381,48,1773,TRUE,TRUE,Facebook,93,16,721
451,non-binary,36,Urban,Software Engineer,54832,41312,36,1419,TRUE,FALSE,YouTube,77,78,638
452,male,48,Rural,Marketer Manager,147335,41486,48,1009,FALSE,TRUE,YouTube,21,80,795
453,male,68,Rural,Marketer Manager,51966,47619,36,1129,TRUE,TRUE,Facebook,58,59,664
454,male,22,Rural,Student,92545,18154,24,1501,FALSE,TRUE,Facebook,85,49,641
455,female,36,Urban,Marketer Manager,32987,20539,60,1596,FALSE,TRUE,Facebook,69,63,799
456,male,51,Sub_Urban,Marketer Manager,57311,12777,24,1805,TRUE,TRUE,Facebook,10,62,810
457,non-binary,27,Rural,Software Engineer,51575,35396,36,1415,TRUE,TRUE,Instagram,6,49,626
458,male,42,Urban,Software Engineer,83852,31373,36,2483,TRUE,TRUE,Facebook,13,51,516
459,non-binary,19,Urban,Student,147650,34154,24,1883,TRUE,TRUE,Instagram,65,33,600
460,female,28,Sub_Urban,Software Engineer,21007,7031,12,1533,TRUE,TRUE,YouTube,20,30,431
461,non-binary,67,Rural,Software Engineer,90981,28997,12,1734,TRUE,TRUE,Facebook,57,59,369
462,non-binary,48,Urban,Student,96242,7439,12,2358,TRUE,TRUE,Instagram,46,76,551
463,male,32,Sub_Urban,Marketer Manager,67517,23785,36,651,TRUE,TRUE,Facebook,8,15,714
464,male,26,Rural,Student,130022,14392,48,1528,TRUE,TRUE,YouTube,10,82,744
465,non-binary,40,Sub_Urban,Software Engineer,49257,29669,36,1718,TRUE,TRUE,YouTube,73,92,481
466,male,36,Sub_Urban,Student,107272,29939,48,2477,TRUE,TRUE,YouTube,67,23,466
467,female,26,Urban,Marketer Manager,62207,3282,24,1806,TRUE,TRUE,Facebook,11,78,390
468,female,52,Urban,Student,33281,35624,60,963,TRUE,TRUE,Facebook,12,94,830
469,male,38,Urban,Software Engineer,81246,49438,48,1636,TRUE,FALSE,Instagram,10,97,338
470,female,26,Sub_Urban,Software Engineer,21435,25364,12,770,TRUE,TRUE,YouTube,25,45,425
471,male,45,Urban,Student,118875,2998,36,1686,TRUE,TRUE,Facebook,49,62,750
472,non-binary,63,Sub_Urban,Marketer Manager,120686,32705,24,959,TRUE,TRUE,YouTube,49,79,472
473,non-binary,68,Sub_Urban,Student,111357,39244,12,604,TRUE,FALSE,YouTube,89,71,519
474,female,24,Urban,Marketer Manager,46660,10428,24,2216,TRUE,TRUE,Instagram,11,15,357
475,male,33,Rural,Marketer Manager,25084,38437,60,2079,TRUE,TRUE,Instagram,62,46,775
476,male,33,Rural,Student,102197,13336,36,1805,TRUE,TRUE,Instagram,36,64,755
477,female,50,Rural,Marketer Manager,33507,10342,36,2210,TRUE,TRUE,Instagram,39,46,660
478,non-binary,21,Sub_Urban,Software Engineer,92595,40832,60,661,TRUE,TRUE,YouTube,53,56,300
479,female,21,Sub_Urban,Student,103807,8446,36,850,TRUE,TRUE,Instagram,90,44,686
480,non-binary,56,Sub_Urban,Marketer Manager,65539,39392,48,933,TRUE,TRUE,Instagram,78,75,647
481,male,57,Urban,Software Engineer,135953,8461,24,1351,TRUE,FALSE,Instagram,56,29,489
482,non-binary,34,Sub_Urban,Student,27491,35587,12,639,TRUE,TRUE,Instagram,1,95,804
483,female,54,Urban,Software Engineer,147706,11516,60,1994,TRUE,TRUE,YouTube,56,62,490
484,male,56,Urban,Software Engineer,132831,14749,48,1655,TRUE,TRUE,Instagram,4,89,807
485,female,69,Rural,Software Engineer,70192,18514,12,586,TRUE,TRUE,YouTube,30,52,668
486,female,46,Rural,Marketer Manager,100395,36426,12,2211,TRUE,TRUE,Facebook,12,54,708
487,non-binary,69,Rural,Student,143797,37268,60,682,TRUE,TRUE,YouTube,35,88,416
488,female,53,Urban,Student,83888,25950,48,867,TRUE,TRUE,YouTube,77,57,433
489,non-binary,55,Urban,Marketer Manager,93609,35888,12,628,TRUE,TRUE,Instagram,52,83,357
490,male,56,Urban,Student,29077,37788,12,1769,TRUE,TRUE,Facebook,31,66,472
491,non-binary,67,Sub_Urban,Software Engineer,137440,11213,48,2124,TRUE,TRUE,Facebook,87,22,448
492,male,54,Urban,Student,142901,37027,36,2101,TRUE,TRUE,Facebook,68,20,379
493,non-binary,69,Rural,Marketer Manager,40953,29011,12,1169,FALSE,TRUE,Facebook,52,33,512
494,female,52,Rural,Software Engineer,96919,43849,24,2422,TRUE,TRUE,YouTube,80,72,502
495,non-binary,24,Urban,Marketer Manager,134682,35591,48,1901,TRUE,FALSE,Facebook,7,25,528
496,non-binary,44,Urban,Software Engineer,141041,18858,12,648,TRUE,FALSE,YouTube,22,46,526
497,male,45,Rural,Software Engineer,87889,19626,60,1484,TRUE,TRUE,YouTube,93,73,831
498,female,39,Urban,Student,43821,14467,24,1351,TRUE,TRUE,YouTube,75,98,740
499,non-binary,31,Rural,Software Engineer,57567,40758,12,1956,TRUE,TRUE,Facebook,56,57,701
500,female,24,Sub_Urban,Marketer Manager,135374,4134,24,1127,TRUE,TRUE,Instagram,97,87,346
501,non-binary,54,Rural,Student,44860,17743,24,2249,TRUE,TRUE,Instagram,58,5,532
502,non-binary,39,Sub_Urban,Marketer Manager,41195,16434,36,1992,TRUE,TRUE,Facebook,93,55,604
503,female,22,Urban,Software Engineer,97475,48775,24,945,TRUE,TRUE,Instagram,64,61,825
504,non-binary,19,Urban,Marketer Manager,110874,11233,36,2004,TRUE,TRUE,Instagram,12,89,442
505,female,44,Sub_Urban,Marketer Manager,107266,2141,48,1383,TRUE,TRUE,YouTube,7,8,714
506,non-binary,38,Urban,Software Engineer,41427,19019,36,793,TRUE,TRUE,YouTube,55,16,812
507,male,55,Sub_Urban,Student,120732,21384,60,2288,TRUE,TRUE,Facebook,62,48,672
508,female,32,Urban,Marketer Manager,47083,43903,12,1666,TRUE,TRUE,Facebook,90,61,558
509,non-binary,38,Rural,Software Engineer,107046,46734,48,749,TRUE,TRUE,Instagram,73,15,770
510,non-binary,27,Urban,Student,77372,37129,48,1377,TRUE,TRUE,YouTube,98,65,311
511,male,40,Rural,Student,143786,23967,60,1447,FALSE,TRUE,Facebook,77,22,629
512,female,56,Rural,Student,64064,41603,36,1474,TRUE,TRUE,Facebook,55,3,657
513,non-binary,22,Sub_Urban,Marketer Manager,27813,12172,12,1825,TRUE,TRUE,Facebook,36,54,707
514,male,18,Urban,Marketer Manager,51598,17390,36,1548,TRUE,TRUE,Facebook,89,14,672
515,non-binary,30,Sub_Urban,Marketer Manager,132718,4267,24,1288,TRUE,TRUE,Facebook,24,36,307
516,female,38,Urban,Student,146879,40332,36,1483,TRUE,TRUE,Facebook,44,82,421
517,non-binary,43,Rural,Marketer Manager,113106,27167,48,1388,TRUE,TRUE,Instagram,17,82,647
518,non-binary,67,Rural,Software Engineer,47082,22312,12,1389,TRUE,TRUE,YouTube,2,67,389
519,non-binary,62,Urban,Marketer Manager,49241,28840,36,2424,TRUE,TRUE,YouTube,13,10,615
520,non-binary,38,Urban,Marketer Manager,116214,19990,12,569,TRUE,TRUE,Facebook,31,49,477
521,male,35,Sub_Urban,Student,64569,45179,12,1124,TRUE,FALSE,YouTube,93,65,839
522,male,54,Urban,Marketer Manager,31745,6906,24,1374,TRUE,TRUE,YouTube,28,91,340
523,female,62,Urban,Software Engineer,46029,49796,24,1635,TRUE,TRUE,YouTube,60,57,801
524,male,49,Urban,Student,33025,41379,48,1887,TRUE,TRUE,Facebook,27,27,444
525,male,53,Sub_Urban,Software Engineer,121660,18297,60,1826,TRUE,TRUE,Facebook,15,75,500
526,female,34,Urban,Student,143395,3011,12,970,TRUE,FALSE,YouTube,95,5,760
527,male,52,Rural,Student,34288,45014,60,2487,TRUE,TRUE,YouTube,79,71,846
528,male,66,Sub_Urban,Marketer Manager,109186,47558,48,590,TRUE,TRUE,Facebook,33,83,552
529,female,28,Sub_Urban,Software Engineer,26540,12738,12,1029,TRUE,TRUE,Instagram,20,57,689
530,female,38,Rural,Student,117768,29797,12,1160,TRUE,TRUE,YouTube,42,93,555
531,female,69,Rural,Marketer Manager,101958,48498,60,1238,TRUE,TRUE,Instagram,12,15,749
532,non-binary,43,Rural,Student,88878,12120,36,1225,TRUE,TRUE,YouTube,73,99,309
533,non-binary,21,Urban,Student,61846,9767,24,1371,TRUE,TRUE,Instagram,23,76,541
534,female,51,Rural,Student,121148,23852,36,2186,FALSE,TRUE,Instagram,72,30,550
535,female,69,Urban,Student,95932,14703,60,691,TRUE,TRUE,Instagram,96,20,304
536,female,65,Sub_Urban,Student,37482,1929,24,2486,TRUE,FALSE,Facebook,14,37,418
537,non-binary,35,Sub_Urban,Student,43411,12951,36,2075,TRUE,TRUE,Instagram,91,3,673
538,non-binary,57,Rural,Marketer Manager,70975,27039,24,1765,TRUE,TRUE,Instagram,25,73,364
539,male,52,Urban,Student,80545,49613,12,637,TRUE,TRUE,Instagram,77,41,445
540,male,58,Rural,Software Engineer,132302,30504,36,844,TRUE,TRUE,YouTube,85,39,523
541,female,46,Rural,Marketer Manager,98797,18438,24,1703,TRUE,TRUE,Instagram,31,26,538
542,non-binary,69,Urban,Software Engineer,72307,49515,24,1508,FALSE,TRUE,YouTube,54,2,476
543,non-binary,46,Rural,Student,23093,6744,24,2235,FALSE,TRUE,Instagram,5,23,581
544,non-binary,55,Sub_Urban,Software Engineer,97258,19284,36,1002,TRUE,TRUE,Instagram,13,23,362
545,female,59,Rural,Student,42042,43417,48,702,TRUE,FALSE,Facebook,28,85,516
546,male,38,Urban,Student,72930,40748,36,1072,TRUE,TRUE,YouTube,43,16,760
547,female,59,Urban,Marketer Manager,137584,8069,60,691,TRUE,TRUE,Instagram,89,9,404
548,male,30,Sub_Urban,Marketer Manager,64413,43359,36,504,TRUE,FALSE,YouTube,99,13,398
549,male,66,Urban,Student,133387,20799,24,2413,TRUE,TRUE,YouTube,47,28,810
